uniqueid,Divorce_date,Date_of_marriage,Age_partner_man,Marriage_duration,Type_of_divorce,Num_Children,DOB_partner_man,Level_of_education_partner_man,year_of_marriage,year_of_DOB,year_of_Divorse,month_of_DOB,day_of_DOB,DONE,dayun,man時干,man時支,man日干,man日支,man月干,man月支,man年干,man年支,Year_marriage_ganzhi,man日支同年支,man日支六沖,man日支六合,man流年天干十神,man流年地支十神,man財透干,man財得地,man日干五合,man日柱天地合,man流年雙體財,man日干支關係,man日支半三合,man日支半三會局,man日支暗合,man流年大運天地合,man流年大運伏吟,當令,man大運天干十神,man大運地支十神,man大運財透干,man大運財得地,man年干十神,man年支十神,man月干十神,man月支十神,年月有多少財,年月有多少官,本命日支六合,本命日支三合,本命日支被三合或六合,日支大運六合,日支大運三合,日支被大運三合或六合,流年之前日支被合,marriage_age,marri_age_group,man大運財透干2,man大運財得地2,man大運日支六沖,man大運日支六合,man大運日干五合,man大運日柱天地合,man財透干2,man財得地2,man流年大運地支伏吟
2327,2000-08-16,1999-03-08,28.0,1.0,Voluntario,,1971-12-27,PREPARATORIA,1999,1971,2000,12,27,1,丁酉,戊,子,丙,戌,庚,子,辛,亥,己卯,False,False,True,傷官,正印,False,False,False,False,False,日干生日支,False,False,False,False,False,0,劫財,正財,False,True,正財,七殺,偏財,正官,2,2,no,no,no,no,no,no,no,28,21-30,False,True,False,False,False,False,False,False,False
2328,2002-08-16,1987-02-18,43.0,15.0,Voluntario,,1959-01-14,PROFESIONAL,1987,1959,2002,1,14,1,戊辰,戊,子,丙,申,乙,丑,戊,戌,丁卯,False,False,False,劫財,正印,False,False,False,False,False,日干剋日支,False,False,True,False,False,0,食神,食神,False,False,食神,食神,正印,傷官,0,0,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,False,False
2329,2006-08-16,2000-12-15,31.0,5.0,Necesario,,1975-02-22,PROFESIONAL,2000,1975,2006,2,22,1,丙子,甲,子,己,亥,戊,寅,乙,卯,庚辰,False,False,False,傷官,劫財,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,正印,偏財,False,True,七殺,七殺,劫財,正官,0,3,yes,no,yes,no,no,no,yes,25,21-30,False,True,False,False,False,False,False,False,False
2330,2010-08-16,1991-09-12,56.0,18.0,Necesario,3.0,1954-06-02,,1991,1954,2010,6,2,1,癸酉,甲,子,己,丑,己,巳,甲,午,辛未,False,True,False,食神,比肩,False,False,False,False,False,比和,False,False,False,False,False,0,偏財,食神,True,False,正官,正印,比肩,偏印,0,1,no,no,no,no,yes,yes,yes,37,31-40,True,False,False,False,False,False,False,False,False
2331,2011-08-16,2003-02-18,40.0,8.0,Necesario,3.0,1970-11-27,SIN ESCOLARIDAD,2003,1970,2011,11,27,1,庚寅,戊,子,辛,亥,丁,亥,庚,戌,癸未,False,False,False,食神,偏印,False,False,False,False,False,日干生日支,True,False,False,False,False,0,劫財,正財,False,True,劫財,正印,七殺,傷官,0,1,no,no,no,yes,no,no,no,33,31-40,False,True,False,True,False,False,False,False,False
2332,2011-08-16,1989-05-11,52.0,22.0,Necesario,1.0,1958-10-18,PROFESIONAL,1989,1958,2011,10,18,1,乙丑,壬,子,戊,辰,壬,戌,戊,戌,己巳,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,False,False,1,正官,劫財,False,False,比肩,比肩,偏財,比肩,1,0,no,no,no,no,no,no,no,31,21-30,False,False,False,False,False,False,False,False,False
2333,2012-08-16,2008-04-29,39.0,4.0,Voluntario,,1973-05-17,PROFESIONAL,2008,1973,2012,5,17,1,癸丑,壬,子,癸,丑,丁,巳,癸,丑,戊子,False,False,True,正官,比肩,False,False,True,True,False,日支剋日干,False,True,False,True,False,0,比肩,七殺,False,False,比肩,七殺,偏財,偏財,2,1,no,no,no,no,no,no,no,35,31-40,False,False,False,False,False,False,False,False,False
2334,2012-08-16,1992-09-24,42.0,20.0,Necesario,,1969-08-22,PRIMARIA,1992,1969,2012,8,22,1,庚午,甲,子,己,巳,壬,申,己,酉,壬申,False,False,True,正財,傷官,True,False,False,False,False,日支生日干,False,False,False,False,False,0,傷官,正印,False,False,比肩,食神,正財,傷官,1,0,yes,no,yes,no,no,no,yes,23,21-30,False,False,False,False,False,False,True,False,False
2335,2013-08-16,1992-12-11,72.0,21.0,Voluntario,1.0,1940-11-15,PROFESIONAL,1992,1940,2013,11,15,1,壬辰,庚,子,壬,戌,丁,亥,庚,辰,壬申,False,False,False,比肩,偏印,False,False,False,False,False,日支剋日干,False,True,False,False,False,1,比肩,七殺,False,False,偏印,七殺,正財,比肩,1,1,no,no,no,no,no,no,no,52,51+,False,False,True,False,False,False,False,False,False
2336,2000-10-16,1999-02-13,23.0,1.0,Voluntario,,1977-04-21,PREPARATORIA,1999,1977,2000,4,21,1,壬寅,壬,子,戊,申,甲,辰,丁,巳,己卯,False,False,False,劫財,正官,False,False,False,False,False,日干生日支,False,False,True,False,False,1,偏財,七殺,True,False,正印,正印,七殺,比肩,0,1,yes,no,yes,no,no,no,yes,22,21-30,True,False,True,False,False,False,False,False,False
2337,2001-10-16,1998-09-19,46.0,3.0,Voluntario,2.0,1955-04-30,PROFESIONAL,1998,1955,2001,4,30,1,丙子,戊,子,辛,酉,庚,辰,乙,未,戊寅,False,False,False,正印,正財,False,True,False,False,False,比和,False,False,False,False,False,0,正官,食神,False,False,偏財,偏印,劫財,正印,1,0,yes,no,yes,no,no,no,yes,43,41-50,False,False,False,False,True,False,False,True,False
2338,2001-10-16,2000-08-25,31.0,1.0,Voluntario,,1969-12-27,SECUNDARIA,2000,1969,2001,12,27,1,癸酉,戊,子,丙,子,丙,子,己,酉,庚辰,False,False,False,偏財,食神,True,False,False,False,False,日支剋日干,True,False,False,False,False,0,正官,正財,False,True,傷官,正財,比肩,正官,1,1,no,no,no,no,no,no,no,31,21-30,False,True,False,False,False,False,True,False,False
2339,2002-10-16,1976-12-22,59.0,25.0,Voluntario,4.0,1943-02-28,SECUNDARIA,1976,1943,2002,2,28,1,辛亥,庚,子,丁,巳,甲,寅,癸,未,丙辰,False,False,False,劫財,傷官,False,False,False,False,False,比和,False,False,False,False,False,0,偏財,正官,True,False,七殺,食神,正印,正印,0,1,no,no,no,no,no,no,no,33,31-40,True,False,True,False,False,False,False,False,False
2340,2002-10-16,1973-04-14,54.0,29.0,Voluntario,2.0,1948-02-25,PROFESIONAL,1973,1948,2002,2,25,1,丁巳,丙,子,庚,辰,甲,寅,戊,子,癸丑,False,False,False,傷官,正印,False,False,False,False,False,日支生日干,False,False,False,False,False,0,正官,正官,False,False,偏印,傷官,偏財,偏財,2,0,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,False,False
2341,2003-10-16,2000-11-20,40.0,2.0,Voluntario,,1963-01-05,PROFESIONAL,2000,1963,2003,1,5,1,丙辰,壬,子,戊,申,壬,子,壬,寅,庚辰,False,False,False,食神,比肩,False,False,False,False,False,日干生日支,True,False,False,False,False,0,偏印,比肩,False,False,偏財,七殺,偏財,正財,3,1,no,no,no,no,yes,yes,yes,37,31-40,False,False,False,False,False,False,False,False,True
2342,2003-10-16,1993-04-20,32.0,10.0,Voluntario,2.0,1971-01-30,PREPARATORIA,1993,1971,2003,1,30,1,壬辰,丙,子,乙,卯,己,丑,庚,戌,癸酉,False,True,False,偏印,七殺,False,False,False,False,False,比和,False,False,False,False,False,0,正印,正財,False,True,正官,正財,偏財,偏財,3,1,yes,no,yes,no,no,no,yes,22,21-30,False,True,False,False,False,False,False,False,False
2343,2006-10-16,1983-03-25,49.0,11.0,Necesario,2.0,1957-06-12,PROFESIONAL,1983,1957,2006,6,12,1,癸卯,丙,子,乙,卯,丙,午,丁,酉,癸亥,False,False,False,偏印,正印,False,False,False,False,False,比和,True,False,False,False,False,0,偏印,比肩,False,False,食神,七殺,傷官,傷官,0,1,no,no,no,no,no,no,no,26,21-30,False,False,False,False,False,False,False,False,False
2344,2006-10-16,1983-05-10,44.0,23.0,Necesario,10.0,1962-08-19,PRIMARIA,1983,1962,2006,8,19,1,庚戌,甲,子,己,丑,戊,申,壬,寅,癸亥,False,False,False,偏財,正財,True,True,False,False,True,比和,False,True,False,False,False,0,傷官,劫財,False,False,正財,正官,劫財,傷官,1,1,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,True,True,False
2345,2007-10-16,2005-02-09,22.0,2.0,Necesario,1.0,1985-01-02,SECUNDARIA,2005,1985,2007,1,2,1,戊寅,戊,子,辛,丑,丙,子,甲,子,乙酉,False,False,False,偏財,比肩,True,False,False,False,False,日支生日干,True,False,False,False,False,0,正印,正財,False,True,正財,食神,正官,食神,1,1,yes,no,yes,no,no,no,yes,20,0-20,False,True,False,False,False,False,True,False,False
2346,2007-10-16,2001-10-27,35.0,5.0,Necesario,1.0,1972-02-01,PROFESIONAL,2001,1972,2007,2,1,1,戊戌,庚,子,壬,戌,辛,丑,辛,亥,辛巳,False,False,False,正印,正財,False,True,False,False,False,日支剋日干,False,False,False,False,False,0,七殺,七殺,False,False,正印,比肩,正印,正官,0,1,no,no,no,no,no,no,no,29,21-30,False,False,False,False,False,False,False,True,False
2347,2007-10-16,1968-10-05,62.0,37.0,Necesario,4.0,1945-04-26,SECUNDARIA,1968,1945,2007,4,26,1,戊寅,丙,子,乙,丑,庚,辰,乙,酉,戊申,False,False,False,正財,正官,True,False,False,False,False,日干剋日支,False,False,False,False,False,0,正財,劫財,True,False,比肩,七殺,正官,正財,1,2,no,no,no,no,no,no,no,23,21-30,True,False,False,False,False,False,True,False,False
2348,2009-10-16,2007-12-22,30.0,1.0,Voluntario,,1979-09-21,PROFESIONAL,2007,1979,2009,9,21,1,庚午,戊,子,辛,卯,癸,酉,己,未,丁亥,False,False,False,七殺,傷官,False,False,False,False,False,日干剋日支,True,False,False,False,False,1,劫財,正官,False,False,偏印,偏印,食神,比肩,0,0,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,False,False
2349,2009-10-16,2003-06-09,42.0,6.0,Necesario,,1967-10-09,PROFESIONAL,2003,1967,2009,10,9,1,丙午,戊,子,丙,午,己,酉,丁,未,癸未,False,False,True,正官,傷官,False,False,False,False,False,比和,False,True,False,False,False,0,比肩,比肩,False,False,劫財,傷官,傷官,正財,1,0,yes,no,yes,no,no,no,yes,36,31-40,False,False,False,False,False,False,False,False,False
2350,2009-10-16,2000-02-18,37.0,9.0,Necesario,,1972-08-09,PROFESIONAL,2000,1972,2009,8,9,1,庚戌,庚,子,壬,申,戊,申,壬,子,庚辰,False,False,False,偏印,七殺,False,False,False,False,False,日支生日干,True,False,False,False,False,0,偏印,七殺,False,False,比肩,劫財,七殺,偏印,0,1,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,False,False
2351,2013-10-16,1981-08-28,53.0,32.0,Voluntario,2.0,1959-12-03,PREPARATORIA,1981,1959,2013,12,3,1,癸酉,甲,子,己,未,乙,亥,己,亥,辛酉,False,False,False,食神,食神,False,False,False,False,False,比和,False,False,False,False,False,0,偏財,食神,True,False,比肩,正財,七殺,正財,2,1,no,no,no,no,no,no,no,22,21-30,True,False,False,False,False,False,False,False,True
2352,2013-10-16,1999-01-20,39.0,12.0,Necesario,,1974-01-04,,1999,1974,2013,1,4,1,壬戌,丙,子,乙,巳,甲,子,癸,丑,己卯,False,False,False,偏財,比肩,True,False,False,False,False,日干生日支,False,False,False,False,False,0,正印,正財,False,True,偏印,偏財,劫財,偏印,1,0,no,no,no,no,no,no,no,25,21-30,False,True,False,False,False,False,True,False,False
2353,2007-11-16,1993-09-25,37.0,37.0,Necesario,2.0,1970-02-17,PREPARATORIA,1993,1970,2007,2,17,1,庚辰,壬,子,戊,辰,戊,寅,庚,戌,癸酉,False,False,True,正財,傷官,True,False,True,True,False,比和,False,False,False,False,False,0,食神,比肩,False,False,食神,比肩,比肩,七殺,0,1,no,no,no,no,no,no,no,23,21-30,False,False,False,False,False,False,True,False,False
2354,2007-11-16,1974-12-18,58.0,33.0,Voluntario,2.0,1949-05-24,PROFESIONAL,1974,1949,2007,5,24,1,丁卯,甲,子,甲,寅,己,巳,己,丑,甲寅,True,False,False,比肩,比肩,False,False,False,False,False,比和,False,False,False,False,False,0,傷官,劫財,False,False,正財,正財,正財,傷官,3,0,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,False,False
2355,2010-11-16,2008-11-15,30.0,1.0,Voluntario,,1980-07-08,PROFESIONAL,2008,1980,2010,7,8,1,乙酉,庚,子,壬,午,癸,未,庚,申,戊子,False,True,False,七殺,劫財,False,False,False,False,False,日干剋日支,False,False,False,False,False,0,傷官,正印,False,False,偏印,偏印,劫財,正官,0,1,yes,no,yes,no,no,no,yes,28,21-30,False,False,False,False,False,False,False,False,False
2356,2011-11-16,1963-08-16,71.0,47.0,Necesario,4.0,1940-06-21,PRIMARIA,1963,1940,2011,6,21,1,甲申,丙,子,乙,未,壬,午,庚,辰,癸卯,False,False,False,偏印,比肩,False,False,False,False,False,日干剋日支,True,False,False,False,False,0,劫財,正官,False,False,正官,正財,正印,傷官,1,1,yes,no,yes,no,no,no,yes,23,21-30,False,False,False,False,False,False,False,False,False
2357,2012-11-16,1999-09-13,40.0,22.0,Necesario,2.0,1972-03-12,PRIMARIA,1999,1972,2012,3,12,1,乙巳,庚,子,壬,寅,癸,卯,壬,子,己卯,False,False,False,正官,傷官,False,False,False,False,False,日干生日支,False,True,False,False,False,0,傷官,正財,False,True,比肩,劫財,劫財,傷官,0,0,no,no,no,no,no,no,no,27,21-30,False,True,False,False,False,False,False,False,False
2358,2003-12-16,1994-08-20,36.0,9.0,Voluntario,1.0,1967-02-08,PROFESIONAL,1994,1967,2003,2,8,1,己亥,壬,子,癸,卯,壬,寅,丁,未,甲戌,False,False,True,傷官,正官,False,False,False,False,False,日干生日支,False,False,False,False,False,0,七殺,劫財,False,False,偏財,七殺,劫財,傷官,1,1,no,no,no,no,yes,yes,yes,27,21-30,False,False,False,False,False,False,False,False,False
2359,2003-12-16,1994-01-07,41.0,9.0,Voluntario,,1962-05-04,PREPARATORIA,1994,1962,2003,5,4,1,戊申,庚,子,壬,寅,甲,辰,壬,寅,甲戌,False,False,False,食神,七殺,False,False,False,False,False,日干生日支,True,False,False,False,False,0,七殺,偏印,False,False,比肩,食神,食神,七殺,0,1,no,no,no,no,no,no,no,32,31-40,False,False,True,False,False,False,False,False,False
2360,2005-12-16,1975-12-18,57.0,30.0,Necesario,,1948-09-23,PREPARATORIA,1975,1948,2005,9,23,1,甲子,戊,子,辛,亥,辛,酉,戊,子,乙卯,False,False,False,偏財,偏財,True,True,False,False,True,日干生日支,True,False,False,False,False,1,正財,食神,True,False,正印,食神,比肩,比肩,0,0,no,no,no,no,no,no,no,27,21-30,True,False,False,False,False,False,True,True,False
2361,2005-12-16,2000-11-11,36.0,5.0,Voluntario,,1969-10-08,PROFESIONAL,2000,1969,2005,10,8,1,庚午,戊,子,丙,辰,癸,酉,己,酉,庚辰,True,False,False,偏財,食神,True,False,False,False,False,日干生日支,False,False,False,False,False,0,偏財,比肩,True,False,傷官,正財,正官,正財,2,1,yes,no,yes,no,no,no,yes,31,21-30,True,False,False,False,False,False,True,False,False
2362,2008-12-16,1977-10-01,55.0,22.0,Necesario,4.0,1953-12-12,PREPARATORIA,1977,1953,2008,12,12,1,辛酉,庚,子,丁,酉,甲,子,癸,巳,丁巳,False,False,False,比肩,比肩,False,False,False,False,False,日干剋日支,True,False,True,False,False,0,偏財,偏財,True,True,七殺,比肩,正印,七殺,0,2,no,no,no,no,no,no,no,24,21-30,True,True,False,False,False,False,False,False,False
2363,2009-12-16,1998-01-17,42.0,11.0,Necesario,1.0,1967-11-03,PROFESIONAL,1998,1967,2009,11,3,1,丁未,戊,子,辛,未,庚,戌,丁,未,戊寅,False,False,False,正印,正財,False,True,False,False,False,日支生日干,False,False,False,False,False,0,七殺,偏印,False,False,七殺,偏印,劫財,正印,0,1,no,no,no,no,no,no,no,31,21-30,False,False,False,False,False,False,False,True,False
2364,2009-12-16,1990-12-14,46.0,18.0,Necesario,2.0,1963-08-11,PROFESIONAL,1990,1963,2009,8,11,1,丁巳,戊,子,丙,戌,庚,申,癸,卯,庚午,False,False,False,偏財,比肩,True,False,False,False,False,日干生日支,True,False,False,False,False,0,劫財,劫財,False,False,正官,正印,偏財,偏財,2,1,yes,no,yes,no,no,no,yes,27,21-30,False,False,False,False,False,False,True,False,False
2365,2009-12-16,1999-12-04,34.0,9.0,Necesario,1.0,1975-01-15,PREPARATORIA,1999,1975,2009,1,15,1,己卯,戊,子,辛,酉,丁,丑,甲,寅,己卯,False,True,False,偏印,偏財,False,True,False,False,False,比和,False,False,False,False,True,0,偏印,偏財,False,True,正財,正財,七殺,偏印,2,1,no,no,no,no,no,no,no,24,21-30,False,True,True,False,False,False,False,True,True
2366,2009-12-16,1982-02-20,48.0,27.0,Necesario,3.0,1961-02-19,PREPARATORIA,1982,1961,2009,2,19,1,戊子,壬,子,癸,未,庚,寅,辛,丑,壬戌,False,False,False,劫財,正官,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,正官,比肩,False,False,偏印,七殺,正印,傷官,0,1,no,no,no,no,no,no,no,21,0-20,False,False,False,False,True,False,False,False,False
2367,2010-12-16,2003-08-06,32.0,7.0,Necesario,1.0,1978-02-10,PROFESIONAL,2003,1978,2010,2,10,1,丙辰,壬,子,癸,卯,甲,寅,戊,午,癸未,False,False,False,比肩,七殺,False,False,False,False,False,日干生日支,True,False,False,False,False,0,正財,正官,True,False,正官,正財,傷官,傷官,1,1,no,no,no,no,no,no,no,25,21-30,True,False,False,False,False,False,False,False,False
2368,2010-12-16,1991-05-09,39.0,19.0,Necesario,1.0,1971-12-08,SECUNDARIA,1991,1971,2010,12,8,1,丁酉,庚,子,丁,卯,己,亥,辛,亥,辛未,False,False,False,偏財,食神,True,False,False,False,False,日支生日干,True,False,False,False,False,0,比肩,偏財,False,True,偏財,正官,食神,正官,1,2,no,no,no,no,no,no,no,20,0-20,False,True,True,False,False,False,True,False,False
2369,2010-12-16,2008-12-22,24.0,1.0,Voluntario,,1986-06-10,PROFESIONAL,2008,1986,2010,6,10,1,丙申,丙,子,乙,酉,甲,午,丙,寅,戊子,False,False,False,正財,偏印,True,False,False,False,False,日支剋日干,False,False,False,False,False,0,傷官,正官,False,False,傷官,劫財,劫財,傷官,0,0,no,no,no,no,no,no,no,22,21-30,False,False,False,False,False,False,True,False,False
2370,2014-12-16,1994-08-15,44.0,22.0,Voluntario,4.0,1970-06-23,SECUNDARIA,1994,1970,2014,6,23,1,甲申,甲,子,甲,戌,壬,午,庚,戌,甲戌,True,False,False,比肩,偏財,False,True,False,False,False,日干剋日支,False,False,False,False,False,0,比肩,七殺,False,False,七殺,偏財,偏印,食神,1,1,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,True,False
2371,2007-01-17,2003-02-12,36.0,3.0,Voluntario,,1970-02-19,PREPARATORIA,2003,1970,2007,2,19,1,辛巳,丙,子,庚,午,戊,寅,庚,戌,癸未,False,False,True,傷官,正印,False,False,False,False,False,日支剋日干,False,True,False,False,False,0,劫財,正官,False,False,比肩,偏印,偏印,偏財,1,0,no,yes,yes,no,no,no,yes,33,31-40,False,False,False,False,False,False,False,False,False
2372,2012-01-17,1993-05-07,36.0,19.0,Necesario,3.0,1975-08-24,PROFESIONAL,1993,1975,2012,8,24,1,壬午,庚,子,壬,寅,甲,申,乙,卯,癸酉,False,False,False,劫財,正印,False,False,False,False,False,日干生日支,False,False,False,False,False,0,比肩,偏財,False,True,傷官,傷官,食神,偏印,0,0,no,no,no,no,no,no,no,18,0-20,False,True,False,False,False,False,False,False,False
2373,2012-01-17,2005-11-30,28.0,6.0,Voluntario,,1983-03-04,SECUNDARIA,2005,1983,2012,3,4,1,壬子,戊,子,辛,卯,甲,寅,癸,亥,乙酉,False,True,False,偏財,比肩,True,False,False,False,False,日干剋日支,False,False,False,False,False,0,傷官,食神,False,False,食神,傷官,正財,正財,2,0,no,no,no,no,no,no,no,22,21-30,False,False,False,False,False,False,True,False,False
2374,2014-01-17,2008-02-11,27.0,5.0,Voluntario,,1986-12-31,PREPARATORIA,2008,1986,2014,12,31,1,壬寅,甲,子,己,酉,庚,子,丙,寅,戊子,False,False,False,劫財,偏財,False,True,False,False,False,日干生日支,False,False,False,False,False,0,正財,正官,True,False,正印,正官,傷官,偏財,1,1,no,no,no,no,no,no,no,22,21-30,True,False,False,False,False,False,False,True,False
2375,2004-02-17,2001-07-27,24.0,2.0,Voluntario,,1979-02-25,PREPARATORIA,2001,1979,2004,2,25,1,甲子,壬,子,癸,亥,丙,寅,己,未,辛巳,False,True,False,偏印,偏財,False,True,False,False,False,比和,False,False,False,False,False,0,傷官,比肩,False,False,七殺,七殺,正財,傷官,1,2,yes,no,yes,no,no,no,yes,22,21-30,False,False,False,False,False,False,False,True,False
2376,2006-02-17,1999-02-08,31.0,,Necesario,2.0,1974-04-05,,1999,1974,2006,4,5,1,庚午,戊,子,丙,子,丁,卯,甲,寅,己卯,False,False,False,傷官,正印,False,False,False,False,False,日支剋日干,False,False,False,False,False,0,偏財,比肩,True,False,偏印,偏印,劫財,正印,0,0,no,no,no,no,no,no,no,25,21-30,True,False,True,False,False,False,False,False,False
2377,2009-02-17,2002-08-12,69.0,6.0,Necesario,,1939-12-24,,2002,1939,2009,12,24,1,庚午,丙,子,乙,未,丙,子,己,卯,壬午,False,False,True,正印,傷官,False,False,False,False,False,日干剋日支,False,True,False,False,False,0,正官,傷官,False,False,偏財,比肩,傷官,偏印,1,0,no,no,no,yes,no,no,no,63,51+,False,False,False,True,True,True,False,False,True
2378,2011-02-17,2010-01-16,33.0,,Voluntario,,1977-03-01,PREPARATORIA,2010,1977,2011,3,1,1,己亥,庚,子,丁,巳,壬,寅,丁,巳,庚寅,False,False,False,正財,正印,True,False,False,False,False,比和,False,False,False,False,False,0,食神,正官,False,False,比肩,比肩,正官,正印,0,1,no,no,no,no,no,no,no,33,31-40,False,False,True,False,False,False,True,False,False
2379,2012-02-17,2005-07-29,34.0,5.0,Necesario,2.0,1977-05-01,PROFESIONAL,2005,1977,2012,5,1,1,辛丑,壬,子,戊,午,甲,辰,丁,巳,乙酉,False,False,False,正官,傷官,False,False,False,False,False,日支生日干,False,False,False,False,False,1,傷官,劫財,False,False,正印,正印,七殺,比肩,0,1,no,no,no,no,no,no,no,28,21-30,False,False,False,False,False,False,False,False,False
2380,2014-02-17,2011-01-28,24.0,3.0,Voluntario,,1989-08-16,PREPARATORIA,2011,1989,2014,8,16,1,己巳,壬,子,戊,申,壬,申,己,巳,辛卯,False,False,False,傷官,正官,False,False,False,False,False,日干生日支,False,False,True,False,False,0,劫財,正印,False,False,劫財,正印,偏財,食神,1,0,yes,no,yes,yes,no,no,yes,22,21-30,False,False,False,True,False,False,False,False,False
